,title,is_popular
803,"EventsGrade 4 students go on an expedition, publish digital book “Trees of Gurugram”",0
804,"Bengaluru start-up launches battery for EV that can be charged in less than 15 minutes'It also lasts for 15-plus years, thus significantly lowering battery cost/km'",1
805,"ISRO launches sounding rocket to study attitudinal variations in neutral winds, plasma dynamicsSounding rockets are one or two-stage solid propellant rockets used for probing the upper atmospheric regions and for space research",1
806,"Hearing in defamation case against Rahul Gandhi on May 15RSS functionary Rajesh Kunte filed the case against Gandhi in 2014 after watching his speech in Thane's Bhiwandi township, where the Congress leader had alleged that the RSS was behind the killing of Mahatma Gandhi",0
807,"Prince Harry raps ‘Fresh Prince,’ says he didn’t walk awayCorden’s coup trumped Oprah Winfrey, whose interview with the couple is scheduled to air March 7",1
808,Five of family charred to death as house catches fire in Bihar’s KishanganjThe reason behind the fire is not known yet,0
809,"Punjabi University students rue non-functional lifts, low quality food in hostels, hold protestThe students blocked the entry to their department",1
810,CPI(M) hopes to shore up its image by denying re-nominationKerala is the only state ruled by the Left,0
811,Reason has never failed men. Only force and repression have made the wrecks in the world. — William Allen White,0
812,"In pictures: Property damaged, trees uprooted as rain, thunderstorm lash ChandigarhTemperatures dipped in what has been an otherwise hot April",1
813,Apple may launch AR 'contact lenses' in 10 yearsThe iPhone maker may use a fabric exterior to reduce the headset weight,0
814,Wearing mask while driving alone mandatory during pandemic: Delhi High CourtThe court says the mask is a protective shield,1
815,UK’s Prince Philip spends seventh night in hospitalBuckingham Palace have said he was expected to remain at the hospital for a few days for observation,1
816,J&K: Kashmiri Pandit applicants slam offline registration as Ayushman Bharat benefits elude themThe scheme was launched in the union territory by Prime Minister Narendra Modi on December 26 last year,1
817,ResearchClimate change shrinks marine life richness near equator,0
818,UK to shift foreign policy focus to Indo-Pacific in post-Brexit reviewI am delighted to announce that I will visit India next month to strengthen our friendship with the world’s biggest democracy: PM Johnson,1
819,"7 more Covid deaths, 197 new cases in PunjabThere are 2,159 active cases in the state, as of now",1
820,7-day national workshop on football coaching begins,0
821,"Require around Rs 3,000 crore to ramp up vaccine production: SII CEO",0
822,"New Zealand suspends ties with Myanmar; to ban visits from military leadersPM Jacinda Ardern said New Zealand will also ensure its aid programme will not include projects that are delivered with, or benefit, the military government",0
823,"Meghan Markle’s interview with Oprah Winfrey features a subtle nod to Princess DianaMeghan, who suffered a miscarriage in July 2020, and Harry have made the decision not to return as working members of the royal family",1
824,"Why Telugu star Adivi Sesh understands Punjabi easilyInterestingly, besides acting in the film, he is also the writer of the project",1
825,Congress to deal with acts of indiscipline sternly,0
826,"'Pyjama me jeene ki aadat ho gayi hai': Woman's relatable rant about returning to office goes viralOne such employee recently shared a hilarious video ranting about working from work again, and of course, the clip went viral",1
827,India’s spectacular Australia triumph represents country’s unsuppressed thirst to succeed: FMThis came a day after Prime Minister Narendra Modi appreciated the lion-hearted effort of the side in his ‘Mann Ki Baat’ address to the nation,0
828,2-minute readHK scientist develops retinal scan technology to identify early childhood autism,0
829,Average levels of pollutants in 2020 lowest in 7 years: Delhi Economic SurveyGovernment data also showed that average levels of the major pollutants in the city have been decreasing steadily over the years,0
830,mission marsIndia's next Mars mission likely to be an orbiter,0
831,"Ashoka University row: Academics convey ‘distress’Resignation a grievous blow to free speech, says former RBI Governor Rajan",1
832,"TDP chief Chandrababu Naidu detained at Tirupati airport, stages protestThe Telugu Desam Party chief picks up an argument with the police officials and demands to know why he is being prevented from going to Tirupati and Chittoor",0
833,Fifty houses destroyed by fire in NepalRed Cross Society are providing immediate relief material to the victims,1
834,"Congress will bring law to nullify CAA in Assam if voted to power in Assembly polls: PriyankaLaunches 'Five Guarantees' campaign in the poll-bound Assam; promises to raise wages of tea garden workers, 25,000 government jobs",1
835,"In pictures: Ripe wheat crop, property damaged as rain, thunderstorm lash PunjabPower cuts reported in many areas",1
836,OBITUARYSardool Sikander: A humble singer whose legacy will live forever,1
837,Government to ascertain ‘age’ of crops being brought to ‘mandis’; stop ‘recycling’ of grains from previous crop yearsThe exercise to check the age of paddy/rice it procures through scientific means is being started by Andhra Pradesh from April,1
838,"Toxic livesChildren aged 8, 9 involved in e-waste segregation in Seelampur, Mustafabad, Moradabad",0
839,Major fire at Trident’s textile plant in MP’s Budhni,1
840,back to schoolGurugram schools reopen for classes VI to VIII,0
841,Assam CM Sonowal’s assets increase by more than 71 per cent in 5 yearsSonowal is contesting for second consecutive term from Majuli (ST) constituency,1
842,Du Plessis retires from Tests to focus on T20 World Cups,0
843,setting recordLPU student sets Asian record in Dubai,1
844,"Will Smith says he might enter politics in futureThe 52-year-old actor, however, made it clear that he is in no hurry to enter politics",1
845,"Looking at bigger picture, rotation policy has merit: AndersonEngland did not play Jonny Bairstow and Mark Wood in the first two Tests but have brought them back for the final two Tests as a part of rotation policy",0
846,"Disclose Cabinet note, annexure related to EWS quota: Central Information Commission",0
847,"Chandigarh Administration announces night curfew as COVID cases spiralNo gatherings, restaurants after 10 pm; UT reports 319 new cases",1
848,Tarn Taran diaryLong gone,0
849,Five Congress MLAs booked for blocking Guv’s vehicle on day one of Budget sessionGovernor Bandaru Dattatraya was on his way out of the assembly after his address when his vehicle was stopped,1
850,Kejriwal directs DSIIDC officials to expedite development work in industrial areasThe DSIIDC officials informed the chief minister about the progress of work in these industrial areas,1
851,Psychotherapy boosts positive effects in panic disorder patientsOne half of the patients were allowed to choose their form of therapy and the other half were randomly assigned to one or the other,0
852,Punjab Govt releases Rs114 cr for Mid-Day Meal Scheme,0
853,"Uber driver tells passenger to wear mask, she pepper sprays him; watch disturbing videoSubahkar decided to take a few days off after this traumatic incident",1
854,"Deputy Speaker, DGP call on Governor over security",1
855,"Lahore, Saturday, March 26, 1921GOVERNMENT AND NON-CO-OPERATION.",0
856,Five Congress MLAs booked for blocking Guv’s vehicle on day one of Budget sessionGovernor Bandaru Dattatraya was on his way out of the assembly after his address when his vehicle was stopped,1
857,India to take up with UK 'racial issue' of Rashmi Samant at OxfordShe had to quit from Oxford Student Union President-elect post over her social media posts,1
858,Ambani bomb scare: Cops reach Tihar Jail to question terror convict on mobile phone recoveryThe Special Cell had approached the Tihar Jail administration on Thursday in connection with the Ambani bomb scare case after the new angle emerged,0
859,Supreme Court rejects firm’s plea against protesting farmers,0
860,EventsStudents win laurels,0
861,Alia Bhatt's look as Sita in 'RRR' releasedAlia shared the same picture and captioned it with a heart emoji on Instagram.,1
862,Hooda rides tractor outside Haryana Assembly to protest against fuel pricesCongress MLAs jostled with police personnel as they were not allowing the tractor,1
863,in the newsChina bans mobile phone use in classrooms,0
864,"566 Covid positive, eight dead in past 24 hoursState caseload 1,79,819  I Total deaths 5,786  I Centre asks Punjab to increase RT-PCR testing",1
865,"Anti-hail net scheme for Himachal's agri sector tooEarlier, it was available for horticulture sector",1
866,"Ronaldo captain’s armband sold for over $75,000Sold in charity auction to help fund surgery for toddler",0
867,A third of COVID survivors suffer neurological or mental disorders: StudyDisorders significantly more common in COVID-19 patients than in comparison groups of people who recovered from flu or other respiratory infections over the same time period,0
868,Army officer sentenced to 10-year rigorous imprisonment in bribery caseThe court also sentenced assistant garrison engineer rank official to five-year jail term in the case,0
869,"Army lays groundwork for developing futuristic communication systemSystem to provide secure, seamless interconnectivity between warfighting elements",1
870,"Will join farmers’ agitation soon, says Nodeep Kaur after getting bailShe accused the Sonepat police of torturing her and fellow activist Shiv Kumar",1
871,Is Lakha Sidhana pursuing political agenda?,1
872,WorldUK PM Johnson says schools are the priority in lockdown easing,0
